Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
5,ÇääêË  -   åãÉ ÇäåãÑåÉ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.677682941,åãÉ ÇäåãÑåÉ
4040,×Ñêâ Úåêâç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.257081832,åãÉ ÇäåãÑåÉ
4040,×Ñêâ Úåêâç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.096979001,åãÉ ÇäåãÑåÉ
4379,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,18.32431401,åãÉ ÇäåãÑåÉ
3760,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.339183668,ÇäÈÇÍÉ
1111,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,8.971476276,åãÉ ÇäåãÑåÉ
5,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.35380632,åãÉ ÇäåãÑåÉ
6974,ÃÑ×Çèê ÇäÍåÇåêÏ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.82465854,ÇäÑêÇÖ
6974,ÃÑ×Çèê ÇäÍåÇåêÏ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.8701076,ÇäÑêÇÖ
5792,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.787006465,ÇäÑêÇÖ
413,ÇäåÍåÏêÉ -  ÇäâÕêå,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.659597129,ÇäÑêÇÖ
5152,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.33584964,ÇäÑêÇÖ
5152,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.454401758,ÇäÑêÇÖ
5615,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.363653349,ÇäÑêÇÖ
6789,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.263783591,ÇäÑêÇÖ
5015,×Ñêâ ÇäÈÏêÙ ÇäÔåÇäé,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.933274165,ÇäÑêÇÖ
5930,ÑÈ× çÌÑÉ Çå ÇäÔêÍ ÈÇäÇÓêÇÍ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.731244991,ÇäÑêÇÖ
4878,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.83505775,ÇäÑêÇÖ
6696,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.509867791,ÇäÑêÇÖ
8768,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,0.547695714,ÊÈèã
8978,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.304002703,ÊÈèã
255,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.03587117,åãÉ ÇäåãÑåÉ
91559, 999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.746880545,ÇäÑêÇÖ
91559, 999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.656868979,ÇäÑêÇÖ
8766,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,1.226872916,ÊÈèã
4900,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.99578426,ÇäåÏêæÉ ÇäåæèÑÉ
5961,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,19.02475009,ÇäÑêÇÖ
8076,ÇäÌËèå,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.237016703,ÇäÑêÇÖ
5420,×Ñêâ ÈÏÇÆÙ ÇäÙÖêÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.172069741,ÇäÑêÇÖ
5443,ÇäÏÇÑÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.389946586,ÇäÑêÇÖ
5440,×Ñêâ ÇäâÇÙêç - ÖÑêç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.433512043,ÇäÑêÇÖ
4878,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.11276875,ÇäÑêÇÖ
50,Øäå / ÇäÏèÇÏåê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.954590447,ÇäÑêÇÖ
50,Øäå - ÇäÏèÇÏåê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.884275153,ÇäÑêÇÖ
6647,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.141206813,ÇäÑêÇÖ
6239,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.451920978,ÇäÑêÇÖ
6077,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.181723782,ÇäÑêÇÖ
6764,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.547185444,ÇäÑêÇÖ
6764,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.169061836,ÇäÑêÇÖ
5962,áêÖÉ æèåÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.203135294,ÇäÑêÇÖ
5962,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.561621052,ÇäÑêÇÖ
5440,×Ñêâ ÇäâÇÙêç / ÖÑêç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.462668752,ÇäÑêÇÖ
5440,×Ñêâ ÇäâÇÙêç - ÖÑêç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.336334422,ÇäÑêÇÖ
5440,×Ñêâ ÇäâÇÙêç - ÖÑêç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.726585353,ÇäÑêÇÖ
6757,ÇäÍæÇÈÌ ÇäÎÇÕÑÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.864725263,ÇäÑêÇÖ
6873,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.61326295,ÇäÑêÇÖ
4830,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.531384412,ÇäÑêÇÖ
8766,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,1.22644082,ÊÈèã
8768,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,0.548819661,ÊÈèã
70,ÇäÙäÇ / ÍÇÆä,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.309077956,ÍÇÆä
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,22.69152627,ÊÈèã
5803,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.915140644,ÇäÑêÇÖ
6779,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.441865653,ÇäÑêÇÖ
6779,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.929657515,ÇäÑêÇÖ
6948,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.218407681,ÇäÑêÇÖ
4823,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.997451012,ÇäÑêÇÖ
4823,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.363835809,ÇäÑêÇÖ
4823,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.58845098,ÇäÑêÇÖ
8122,,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.81517848,ÇäÑêÇÖ
8123,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.561211229,ÇäÑêÇÖ
8124,,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.863086652,ÇäÑêÇÖ
8784,×Ñêâ ÊÈèã - ÔÑåÇ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.957057525,ÊÈèã
8784,×Ñêâ ÊÈèã - ÔÑåÇ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.649314006,ÊÈèã
8979,×Ñêâ ÒÑÇÙê,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.614110541,ÊÈèã
8980,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.574103624,ÊÈèã
8981,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.556492354,ÊÈèã
8982,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.055682202,ÊÈèã
8983,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.014880566,ÊÈèã
8984,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.344938905,ÊÈèã
8985,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.339289429,ÊÈèã
8986,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.175567301,ÊÈèã
7328,×Ñêâ ÇåÊÏÇÏ ÇäÔæÇæç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.375205408,ÇäâÕêå
6696,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.509867791,ÇäÑêÇÖ
5774,×Ñêâ ÇäâèêÙ ÇäÃåÇÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.545972846,ÇäÑêÇÖ
8987,"×Ñêâ ÒÑÇÙê		",ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.279925419,ÊÈèã
5406,×Ñêâ ÇäÍæÇÈÌ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.219657236,ÇäÑêÇÖ
8806,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.26978756,ÊÈèã
6758,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.555568901,ÇäÑêÇÖ
6124,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.624621626,ÇäÑêÇÖ
8125,,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.320683064,ÇäÑêÇÖ
7451,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.164114915,ÇäâÕêå
6708,×Ñêâ ÔêÈÉ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,556.0358946,ÇäÔÑâêÉ
6708,×Ñêâ ÔêÈÉ ,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.107826567,ÇäÔÑâêÉ
6708,×Ñêâ ÔêÈÉ ,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.442921138,ÇäÔÑâêÉ
6708,×Ñêâ ÔêÈÉ ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.704557124,ÇäÔÑâêÉ
3800,èÕäÉ ÇäÓÙÈÑÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.374844579,ÇäÈÇÍÉ
3801,×Ñêâ ÙâÈÉ ÓÈç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.984849432,ÇäÈÇÍÉ
3802,×Ñêâ ÇäÑÇêÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.470898464,ÇäÈÇÍÉ
3803,èÇÏê ËåÑÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.99998678,ÇäÈÇÍÉ
3804,æÇèÇæ ÇäÃÙäé   ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.177941861,ÇäÈÇÍÉ
3805,èÇÏê ÓêÇä ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,11.76530092,ÇäÈÇÍÉ
90869,åÍäÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.893858129,ÇäÈÇÍÉ
3806,ÇäÇÓãÇæ ÇäÎêÑê ÇäÑåêÖÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.786794377,ÇäÈÇÍÉ
3807,×Ñêâ ÇäâÙÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.9395844,ÇäÈÇÍÉ
3719,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.98203935,ÇäÈÇÍÉ
2350,×Ñêâ ÇäÑÚèç,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.718006851,ÙÓêÑ
2199,×Ñêâ ÙâÈÉ ÔÙá ÈäâÑæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.304118221,ÙÓêÑ
1691,×Ñêâ ÌÈä æÙåÉ ÈçÑèÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.264376215,ÌÇÒÇæ
1801,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.771018614,ÌÇÒÇæ
2199,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.813734796,ÙÓêÑ
15,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.145675377,ÇäÈÇÍÉ
6170,×Ñêâ èÇÏê ÃÔÍ×,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.731609431,ÇäÈÇÍÉ
3748,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.640595048,ÇäÈÇÍÉ
3715,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.791963506,ÇäÈÇÍÉ
3669,èÇÏê ÑåÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.36484172,ÇäÈÇÍÉ
3767,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.81745423,ÇäÈÇÍÉ
3808,ÇäÓÎæÇÁ ÊâÇ×Ù æÕÈÉ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.802888318,ÇäÈÇÍÉ
3811, 999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.454244296,ÇäÈÇÍÉ
